fips_code,flag,section_title,matched,snippet,historical_marker,widening,county_name,tier
45049,has_agriculture,History,agriculture," then U.S. Senator from South Carolina. The county had a peak of population in 1910, when agriculture was still the mainstay of the economy. Thousands of African Americans left after that for",True,no_narrative -> all_sections,"Hampton County, South Carolina",thin
36067,has_agriculture,History,farming,"igher land, since they associated lowlands with disease. Over time, as early clearing and farming eroded hillside soil, valley lands were more fertile and highly prized for agriculture as",True,no_narrative -> all_sections,"Onondaga County, New York",mid
16079,has_manufacturing,History,mill,"ing seventeen men for joining the union , the miners dynamited the Bunker Hill & Sullivan mill . Again, people died, and the U.S. Army intervened, requested by Governor Frank Steunenbe",False,no_narrative -> all_sections,"Shoshone County, Idaho",mid
45013,has_agriculture,History,crops,"use. In some cases, the Union Army allocated plots for blacks for housing and cultivating crops. When freedmen were granted citizenship and the franchise after the American Civil War by",True,no_narrative -> all_sections,"Beaufort County, South Carolina",rich
29201,has_agriculture,History,crops,"II and Abraham Hunter also lived here. Cotton, soybeans, melon and grains were all common crops in rural Scott County. Between the Mississippi River and Little River District drainage d",True,no_narrative -> all_sections,"Scott County, Missouri",mid
26061,has_mining,History,mining," the Great Depression of the 1930s, a sharp increase in unemployment among workers in the mining and timber industries caused a pivot to potato production. For a brief time in the 1930s ",False,no_narrative -> all_sections,"Houghton County, Michigan",rich
27049,has_manufacturing,History,mills,he county boasted the highest wheat production in the country. Fires at two of Red Wing's mills in the 1880s and developing railroad routes across Minnesota encouraged farmers from neig,False,no_narrative -> all_sections,"Goodhue County, Minnesota",thin
21027,has_oil_gas,History,oil,"ria Coal Mines, named in honor of British Queen Victoria , were the first to produce coal oil , and Cloverport exported it to Great Britain , where it was used to light Buckingham Pal",True,no_narrative -> all_sections,"Breckinridge County, Kentucky",mid
20005,has_manufacturing,History,manufacturing," county became known for its flour milling, due to its proximity to wheat fields, and its manufacturing industries, particularly after the Civil War, when life normalized, and new enterprises s",False,no_narrative -> all_sections,"Atchison County, Kansas",thin
36021,has_mining,History,mining,"chess County . The main industry in Columbia County was grain production followed by iron mining, stone quarrying, shipbuilding, merino wool, and dairy production. Many of these enterpri",True,no_narrative -> all_sections,"Columbia County, New York",mid
54059,has_timber,Notable people,timber,"e , president of Mississippi State University from 2006 to 2008 James H. ""Buck"" Harless — timber and coal operator, former president and CEO of International Industries Sid Hatfield — Ma",False,no_narrative -> all_sections,"Mingo County, West Virginia",thin
13243,has_agriculture,History,agriculture,"ph County lost jobs due to mechanization, invasion of the boll weevil, and the decline in agriculture. In the 20th century, many black families moved from the county to cities in the North an",False,no_narrative -> all_sections,"Randolph County, Georgia",thin
33007,has_manufacturing,History,manufacturing,"vorably with that of contemporary Illinois . Other early industries included forestry and manufacturing, using 4,450 water horsepower in 1870.",True,no_narrative -> all_sections,"Coos County, New Hampshire",rich
51101,has_logistics,History,warehouse,t of William Aylett . The Tobacco Inspection Act of 1730 established a tobacco inspection warehouse at Aylett's. Aylett's daughters intermarried with other Northern Neck families. English c,True,no_narrative -> all_sections,"King William County, Virginia",thin
08019,has_mining,History,mine,"History Clear Creek, ca. 1870 Crystalline gold specimen from the Dixie mine, Lamartine District, SW of Idaho Springs, Colorado . Size: 1.8 x 0.9 x 0.2 cm. Clear Cree",True,no_narrative -> all_sections,"Clear Creek County, Colorado",stub
39151,has_timber,History,sawmill,"ennsylvania, although others came from Virginia, New York, and New England. Lumbering and sawmills were important early industries, to cater to the enormous demand for lumber from the inc",True,no_narrative -> all_sections,"Stark County, Ohio",mid
48167,has_agriculture,History,ranching,"la was a port of secondary importance. Other development in the area was initially mostly ranching interests and small farming communities. Texas soon joined the United States, and Galvest",True,no_narrative -> all_sections,"Galveston County, Texas",rich
29163,has_manufacturing,History,manufacturing,"rrived in 1799. Spencer came for a salt spring now known as Spencer Lick, to start a salt-manufacturing business. The salt was made to be shipped to St. Louis, a new but growing town at the tim",True,no_narrative -> all_sections,"Pike County, Missouri",rich
28075,has_manufacturing,History,manufactured,ction during the early 20th century. It was also home to the Soule Steam Feed Works which manufactured steam engines. Logging and rail transport were important early industries in the county. ,True,no_narrative -> all_sections,"Lauderdale County, Mississippi",thin
06031,has_oil_gas,History,oil,"al birds and wildlife. Monoculture has sharply reduced habitat for many species. In 1928, oil was discovered in the Kettleman Hills located in the southwestern part of Kings County. T",True,no_narrative -> all_sections,"Kings County, California",thin
38029,has_timber,History,lumber,blocks and stacked to form walls. Sod was an effective solution to the problem of limited lumber availability. These crude dwellings were eventually abandoned in favor of more modern hom,True,no_narrative -> all_sections,"Emmons County, North Dakota",thin
37161,has_tourism,Culture,tourism,Culture Rutherford County has a tourism industry which includes areas like Lake Lure and Chimney Rock . Several films have been s,False,no_narrative -> all_sections,"Rutherford County, North Carolina",thin
49005,has_agriculture,History,agriculture,"settlers back to the Salt Lake Valley . Peter Maughan , who had requested better land for agriculture for the families of his settlement in Lake Point, Utah , was called by President Brigham ",True,no_narrative -> all_sections,"Cache County, Utah",thin
22045,has_oil_gas,History,oil, for jobs. The parish economy changed markedly in the 20th century after the discovery of oil. The Port of Iberia was developed into an industrial center. New types of jobs became ava,True,no_narrative -> all_sections,"Iberia Parish, Louisiana",rich
21191,has_timber,History,sawmill,"ians who settled there from Falmouth, Virginia. It was also in 1793 that one of the first sawmills in Kentucky was built in Falmouth. Falmouth was designated the county seat in 1799. The ",True,no_narrative -> all_sections,"Pendleton County, Kentucky",thin
36043,has_agriculture,History,agriculture,"mbined to form the new St. Lawrence County . The rural economy was first based on general agriculture and then wheat, but after the opening of the Erie Canal, Herkimer farmers found that they",True,no_narrative -> all_sections,"Herkimer County, New York",mid
40071,has_oil_gas,Notable people,oil," Oklahoma, U.S. Congressman, and Oil tycoon who gained and lost a fortune in the Oklahoma oil fields. The Miller Brothers - Joseph, George and Zack - who inherited the famous 101 Ranc",False,no_narrative -> all_sections,"Kay County, Oklahoma",mid
48319,has_mining,History,mines,"lly returns to his family. 1880s Manganese is discovered. Wakefield Company opens Spiller mines. Iron ore is discovered. Prospecting begins for gold, silver and coal. 1882–83 Hereford c",True,no_narrative -> all_sections,"Mason County, Texas",thin
28135,has_agriculture,History,farmland,"ll records were destroyed. From 1931 through 1933, floods inundated thousands of acres of farmland and destroyed much property. Sumner's county courthouse was the site of the 1955 murder t",True,no_narrative -> all_sections,"Tallahatchie County, Mississippi",thin
54005,has_mining,History,mining,"sterial districts: District 1, District 2, and District 3. On February 1, 2006, two fatal mining accidents occurred in the communities of Uneeda and Wharton in Boone County. These two de",False,no_narrative -> all_sections,"Boone County, West Virginia",thin
28107,has_agriculture,History,agriculture," 31,274, reaching a peak of population in 1940. Through this period the area was based on agriculture. From then until 1980, population declined markedly, as many African Americans moved west",True,no_narrative -> all_sections,"Panola County, Mississippi",rich
48343,has_agriculture,History,crops,"ns they developed. Cotton was most important, but farmers also cultivated other commodity crops before the American Civil War . Eastern Texas was the region of the state with the highes",True,no_narrative -> all_sections,"Morris County, Texas",thin
13169,has_manufacturing,History,factories,"y farmers to newly opened land elsewhere in Georgia. Before the American Civil War, a few factories sprang up in the county, including a cotton gin factory at Griswoldville in the southern ",False,no_narrative -> all_sections,"Jones County, Georgia",thin
17003,has_agriculture,History,agriculture, of the Illinois House of Representatives in 1822. The county was initially developed for agriculture and settled by numerous migrants from the Upland South. The county seat was moved to Unit,True,no_narrative -> all_sections,"Alexander County, Illinois",mid
13011,has_agriculture,History,farming, was born in Banks County in 1886 in an area of the county known as The Narrows - a small farming community consisting of fewer than 100 people. The area and birthplace are on State Highw,True,no_narrative -> all_sections,"Banks County, Georgia",thin
26141,has_mining,History,quarry," quiet cove of Lake Huron, south of modern Rogers City . They intended to develop a stone quarry , but found the stone too flaky to be used as building material. Turning to lumbering , t",False,no_narrative -> all_sections,"Presque Isle County, Michigan",rich
29211,has_agriculture,History,agricultural," of farms increased from about 130 acres to 385 acres. The county primarily remains rural agricultural land today, planted in corn and grains with family operated poultry, livestock, and dairy",False,no_narrative -> all_sections,"Sullivan County, Missouri",thin
48039,has_agriculture,History,agricultural,"s of both rural and suburban communities, as it is part of greater Houston . Back view of agricultural trucks, 1939 On June 2, 2016, the flooding of the Brazos River required evacuations for p",True,no_narrative -> all_sections,"Brazoria County, Texas",rich
55061,has_logistics,History,freight,"me part of the Green Bay and Western Railroad . The western portion of this line provides freight service to Luxemburg to the present day, but not further east. The first leg of the Ahnap",False,no_narrative -> all_sections,"Kewaunee County, Wisconsin",rich
12003,has_timber,History,lumber,"ia County to the west. Parts of both counties are included in Osceola National Forest . A lumber industry developed here, with sawmills constructed along rivers and waterways, where lumb",False,no_narrative -> all_sections,"Baker County, Florida",mid
47131,has_agriculture,History,agricultural," originally came from the expansion of railroads. The county has since moved towards many agricultural and manufacturing productions. In 2013, Discovery Park of America opened in Union City. D",False,no_narrative -> all_sections,"Obion County, Tennessee",thin
22039,has_tourism,History,tourism,"e the namesake of ""Evangeline"" for this parish, allegedly foreseeing an emerging American tourism centered upon the Acadian saga. (See Ville Platte Gazette , Sept. 2010) In 19th-century A",False,no_narrative -> all_sections,"Evangeline Parish, Louisiana",stub
01129,has_timber,History,timber, In the early 20th century industrialists began to harvest and process the pine and other timber in this area of the state. While the timber industry continued to be important to the eco,True,no_narrative -> all_sections,"Washington County, Alabama",rich
48445,has_oil_gas,History,oil," km ) of improved land, with corn being the most important crop. Terry County lies in the oil-rich north Permian Basin, and the discovery of oil in 1940 quickly led to production. By ",True,no_narrative -> all_sections,"Terry County, Texas",mid
40037,has_agriculture,History,farming,"reeks began migrating into this area, where they and many black families settled to begin farming and raising cattle. In 1835, Federal soldiers under Captain J. L. Dawson built the Dawson",True,no_narrative -> all_sections,"Creek County, Oklahoma",stub
47107,has_manufacturing,History,manufacturing,"&N built a large depot in the early 1900s, and Englewood , which developed into a textile manufacturing center in the late 19th and early 20th centuries. Like many East Tennessee counties, McMi",False,no_narrative -> all_sections,"McMinn County, Tennessee",mid
21083,has_agriculture,History,farming,"County developed the dark-fired and dark-air-cured leaf tobacco used in smokeless tobacco farming. In the early 20th of the counties involved in the Black Patch Tobacco Wars , as white fa",False,no_narrative -> all_sections,"Graves County, Kentucky",rich
34005,has_agriculture,History,agricultural," transportation within Burlington County, which in turn enhanced the profitability of its agricultural sector. Concurrently, a population surge in the coastal communities, fueled by flourishin",False,no_narrative -> all_sections,"Burlington County, New Jersey",rich
17117,has_mining,History,coal,"e northerly areas. Agriculture remained a mainstay of the economy, but this was joined by coal mining , an industry that partially changed the complexion of the county. With coal under",True,no_narrative -> all_sections,"Macoupin County, Illinois",thin
21075,has_agriculture,History,agriculture,"amboat. Hickman, Kentucky was designated as the county seat. The county was developed for agriculture, which was originally dependent on slave labor. Area farmers had ties to Tennessee plante",True,no_narrative -> all_sections,"Fulton County, Kentucky",rich
18035,has_oil_gas,History,natural gas,"the American Civil War the county experienced an economic boom caused by the discovery of natural gas, which spurred rapid industrial growth in the surrounding area. The first discovery of na",False,no_narrative -> all_sections,"Delaware County, Indiana",thin
17117,has_agriculture,History,agriculture,"ville and meanders southwest to the Illinois River . The economy was based on subsistence agriculture , and communication was to the southwest. In the middle 19th century, Illinois developed ",True,no_narrative -> all_sections,"Macoupin County, Illinois",thin
29013,has_agriculture,History,agriculture,"ded to support of guerrillas in some areas. This mostly rural county continued to support agriculture in the decades after the Civil War. Since the early 20th century, population has declined",True,no_narrative -> all_sections,"Bates County, Missouri",mid
